,AAVE,ANKR,BNB,BONK,BTC,CKB,DOGE,DOT,DUSK,ETH,FET,FLOKI,GLM,INJ,JASMY,JUP,LINK,LPT,MATIC,NEAR,OM,OP,ORDI,PENDLE,PEPE,PYTH,RENDER,SHIB,SOL,STRAX,STX,TAO,TRU,UNI,USDT,VET
2024-07-20,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-07-21,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-07-22,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-07-23,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-07-24,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-07-25,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-07-26,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-07-27,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-07-28,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-07-29,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-07-30,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-07-31,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-08-01,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-08-02,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-08-03,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
2024-08-04,0.30620156,2558.74753862,1.025e-05,1088251.2,0.00270077,3748.34949718,226.6708859,8.36434171,149.79839056,0.07922216,49.56149688,179128.65,116.1617816,2.64362674,7293.20012563,23.08730232,6.84456521,4.97647473,131.39294866,19.46141792,31.88929632,28.6736192,1.193083,21.07505291,12669777.61,103.52223832,11.2736089,1194671.72,0.31688397,0.3,51.26805358,0.23508436,524.71596398,13.32333563,18.96,1071.3606161
